file_name,thing_class,score,bbox
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.332705020904541,"[132.98736572265625, 1065.4193115234375, 144.60281372070312, 1079.82275390625]"
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.3128044605255127,"[990.8062133789062, 533.4087524414062, 1000.241943359375, 546.205322265625]"
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.31047189235687256,"[927.6142578125, 464.2809753417969, 1075.36572265625, 613.9953002929688]"
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.3097914755344391,"[1020.143310546875, 537.7048950195312, 1034.152587890625, 561.626953125]"
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.27491092681884766,"[1799.3157958984375, 831.9243774414062, 1814.1058349609375, 845.50732421875]"
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.22364994883537292,"[1799.3612060546875, 589.6740112304688, 1815.126220703125, 605.7908325195312]"
C:/R_projects/mothz/beetle_image_stack\frame_0003.jpg,beetle,0.16729110479354858,"[869.5291748046875, 462.4114990234375, 1141.2442626953125, 626.5775756835938]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.5626009106636047,"[1022.8801879882812, 542.4313354492188, 1031.7432861328125, 559.4832763671875]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.5219358205795288,"[978.5883178710938, 516.6988525390625, 993.0100708007812, 528.6824340820312]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.4011610150337219,"[965.3548583984375, 554.8323364257812, 977.3776245117188, 561.7290649414062]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.32524192333221436,"[133.1439208984375, 1066.243896484375, 144.53384399414062, 1079.8514404296875]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.31756654381752014,"[927.7990112304688, 465.18719482421875, 1074.8475341796875, 614.6473388671875]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.3038497567176819,"[1020.638427734375, 537.6134643554688, 1034.2593994140625, 561.5081176757812]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.24148449301719666,"[990.9995727539062, 531.3442993164062, 1000.6525268554688, 546.0165405273438]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.17751401662826538,"[872.5479125976562, 461.5564270019531, 1139.55126953125, 626.8489379882812]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.14746180176734924,"[685.04248046875, 78.5901107788086, 696.5379028320312, 92.05519104003906]"
C:/R_projects/mothz/beetle_image_stack\frame_0004.jpg,beetle,0.137699156999588,"[688.649658203125, 78.50361633300781, 697.4364624023438, 88.79515838623047]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.5604040026664734,"[1022.8671875, 542.2747192382812, 1031.704345703125, 559.3402709960938]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.46103212237358093,"[977.9938354492188, 517.2867431640625, 993.500244140625, 529.8502197265625]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.3395858407020569,"[963.9463500976562, 554.4525756835938, 976.9696044921875, 562.4136962890625]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.32414475083351135,"[133.09359741210938, 1065.311767578125, 144.93011474609375, 1079.7685546875]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.3187920153141022,"[927.5685424804688, 465.4410400390625, 1074.5252685546875, 614.44287109375]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.3046645224094391,"[1020.6593627929688, 537.4340209960938, 1034.134765625, 561.36669921875]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.26439541578292847,"[1799.3798828125, 832.0908203125, 1814.05859375, 845.0861206054688]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.2625739574432373,"[998.6840209960938, 500.7737731933594, 1009.1165161132812, 519.0535888671875]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.20695599913597107,"[1799.5814208984375, 590.0593872070312, 1814.7603759765625, 605.6006469726562]"
C:/R_projects/mothz/beetle_image_stack\frame_0005.jpg,beetle,0.19143113493919373,"[990.5677490234375, 530.654296875, 1000.9758911132812, 546.0372314453125]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.5664370656013489,"[1022.7109985351562, 542.3526000976562, 1031.659423828125, 559.09423828125]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.4291638433933258,"[484.2254638671875, 0.0, 730.4786987304688, 115.9438247680664]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.38525086641311646,"[979.2026977539062, 517.1741943359375, 994.4619140625, 531.603271484375]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.36618760228157043,"[962.7594604492188, 555.3857421875, 974.605712890625, 563.513671875]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.3426913917064667,"[133.24156188964844, 1065.489990234375, 144.70066833496094, 1079.7237548828125]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.3264392912387848,"[1020.4249877929688, 537.9008178710938, 1034.012939453125, 561.0678100585938]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.3247099816799164,"[1083.5247802734375, 0.0, 1366.9825439453125, 223.2999267578125]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.3120439052581787,"[927.3165283203125, 464.79608154296875, 1074.8212890625, 614.6104736328125]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.24453480541706085,"[979.576171875, 516.9209594726562, 998.407958984375, 539.6583862304688]"
C:/R_projects/mothz/beetle_image_stack\frame_0006.jpg,beetle,0.23276162147521973,"[381.08746337890625, 0.6496362090110779, 1458.7100830078125, 186.85763549804688]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.5606507062911987,"[1022.69482421875, 542.441650390625, 1031.7906494140625, 560.0186157226562]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.48409727215766907,"[501.9331970214844, 0.0, 798.0492553710938, 234.80950927734375]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.42077067494392395,"[994.698486328125, 0.0, 1351.913818359375, 456.6569519042969]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.37582239508628845,"[960.5673217773438, 556.219482421875, 973.6038818359375, 564.3250122070312]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.37093695998191833,"[979.2521362304688, 517.4713134765625, 995.052978515625, 531.8169555664062]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.3382374942302704,"[132.38046264648438, 1066.12646484375, 144.3359832763672, 1079.7877197265625]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.3155370354652405,"[927.4935302734375, 465.3153991699219, 1074.595458984375, 614.4020385742188]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.2952621281147003,"[1799.8724365234375, 832.0021362304688, 1813.9112548828125, 845.7504272460938]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.26558342576026917,"[979.1438598632812, 516.7982788085938, 999.247802734375, 540.845703125]"
C:/R_projects/mothz/beetle_image_stack\frame_0007.jpg,beetle,0.20913313329219818,"[440.5833740234375, 0.0, 909.0838623046875, 306.5630187988281]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.47796350717544556,"[1022.2769165039062, 543.4401245117188, 1031.805908203125, 558.9345703125]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.4277154803276062,"[475.90118408203125, 5.961254596710205, 823.9488525390625, 287.5857238769531]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.39295732975006104,"[950.072021484375, 0.0, 1327.546875, 633.6508178710938]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.3732338845729828,"[960.0750122070312, 556.7728881835938, 972.8123779296875, 564.655029296875]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.33289650082588196,"[133.10374450683594, 1065.218505859375, 144.97190856933594, 1079.76171875]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.32667461037635803,"[979.3187866210938, 517.5111083984375, 996.375, 533.2327880859375]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.3112490773200989,"[1142.3519287109375, 455.2857971191406, 1173.317138671875, 491.88824462890625]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.2916896641254425,"[1800.6253662109375, 832.500732421875, 1814.5645751953125, 845.6136474609375]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.2752745449542999,"[926.9135131835938, 467.5380859375, 1074.914306640625, 613.6160888671875]"
C:/R_projects/mothz/beetle_image_stack\frame_0008.jpg,beetle,0.25701940059661865,"[978.90576171875, 516.3243408203125, 999.5725708007812, 543.1997680664062]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.40071016550064087,"[414.8275146484375, 0.0, 851.05224609375, 310.3338317871094]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.3607935905456543,"[133.13868713378906, 1065.5908203125, 144.67642211914062, 1079.736328125]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.3461287319660187,"[1073.466552734375, 230.4655303955078, 1133.730224609375, 264.2139587402344]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.32711106538772583,"[1104.2049560546875, 513.024658203125, 1136.1258544921875, 539.4404907226562]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.3122238218784332,"[1800.1429443359375, 832.0507202148438, 1813.5899658203125, 845.465576171875]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.30331283807754517,"[896.19970703125, 0.0, 1356.076904296875, 644.695068359375]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.2946294844150543,"[929.5968017578125, 443.63812255859375, 1064.783203125, 610.5326538085938]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.28468021750450134,"[732.6480102539062, 181.18478393554688, 833.328369140625, 231.8140106201172]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.274338036775589,"[1073.5595703125, 236.73098754882812, 1093.370849609375, 253.0594940185547]"
C:/R_projects/mothz/beetle_image_stack\frame_0009.jpg,beetle,0.2512505352497101,"[976.9515991210938, 516.3842163085938, 998.0455932617188, 534.6190795898438]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.4052322804927826,"[431.5545349121094, 12.113965034484863, 803.5529174804688, 301.2134094238281]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.34772875905036926,"[1060.1376953125, 262.8914794921875, 1115.832275390625, 294.4849548339844]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.33658474683761597,"[1077.7406005859375, 264.3634033203125, 1112.5654296875, 288.2789611816406]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.3265032172203064,"[133.36105346679688, 1065.593505859375, 144.72364807128906, 1079.6409912109375]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.3133276402950287,"[920.040283203125, 470.7715148925781, 1054.560791015625, 606.5309448242188]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.30026233196258545,"[900.6861572265625, 0.0, 1368.942138671875, 639.1624145507812]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.29675912857055664,"[1799.867431640625, 832.604248046875, 1814.1976318359375, 845.695556640625]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.26018404960632324,"[1060.9437255859375, 265.466552734375, 1083.9376220703125, 280.0092468261719]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.2594119906425476,"[709.693603515625, 181.0354766845703, 812.0850830078125, 236.04701232910156]"
C:/R_projects/mothz/beetle_image_stack\frame_0010.jpg,beetle,0.2265794724225998,"[1092.44921875, 543.4430541992188, 1114.7578125, 562.5592651367188]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.4140915274620056,"[1058.105224609375, 278.5633850097656, 1112.41015625, 298.177978515625]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.3986375033855438,"[350.9012451171875, 0.0, 796.8740234375, 305.7528381347656]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.3690931499004364,"[1089.7921142578125, 555.3934936523438, 1119.7276611328125, 571.5945434570312]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.3361503481864929,"[928.2461547851562, 478.5523376464844, 1057.048828125, 620.050537109375]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.3275275230407715,"[133.294921875, 1065.4603271484375, 144.6684112548828, 1079.7156982421875]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.3166811168193817,"[926.9945068359375, 380.5774841308594, 1177.5203857421875, 631.2762451171875]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.29874366521835327,"[1799.55517578125, 832.142822265625, 1814.1375732421875, 845.3438720703125]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.26691243052482605,"[692.3003540039062, 178.6757049560547, 793.9406127929688, 232.3644561767578]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.25308290123939514,"[1058.5972900390625, 281.958984375, 1079.9608154296875, 294.1685791015625]"
C:/R_projects/mothz/beetle_image_stack\frame_0011.jpg,beetle,0.2321086823940277,"[925.2775268554688, 3.4805564880371094, 1364.0704345703125, 551.469970703125]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.4459468424320221,"[1069.927978515625, 279.26202392578125, 1122.445068359375, 299.76422119140625]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.4067239761352539,"[1102.328125, 556.2069702148438, 1132.591796875, 578.3496704101562]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.40371865034103394,"[319.1092224121094, 0.0, 800.3145141601562, 284.6304626464844]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.33420538902282715,"[133.13319396972656, 1065.4093017578125, 144.74974060058594, 1079.810302734375]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.3306961953639984,"[929.5607299804688, 484.3421936035156, 1073.637451171875, 633.8502197265625]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.2536526322364807,"[1068.9200439453125, 283.3319396972656, 1090.4771728515625, 298.0853271484375]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.25221872329711914,"[933.49365234375, 3.2011523246765137, 1369.7694091796875, 578.8375244140625]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.24884362518787384,"[943.16552734375, 401.25347900390625, 1194.515380859375, 640.3129272460938]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.24593491852283478,"[673.2169799804688, 167.5028533935547, 773.5509033203125, 220.5814971923828]"
C:/R_projects/mothz/beetle_image_stack\frame_0012.jpg,beetle,0.23029465973377228,"[1799.80859375, 590.1249389648438, 1815.37109375, 605.7280883789062]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.4370693862438202,"[319.94183349609375, 10.980520248413086, 772.4732666015625, 238.49937438964844]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.4106290638446808,"[1022.3975219726562, 545.2664184570312, 1031.7760009765625, 559.4095458984375]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.37725716829299927,"[914.6755981445312, 0.0, 1388.6082763671875, 643.8173217773438]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.33831140398979187,"[133.31851196289062, 1065.6500244140625, 144.53872680664062, 1079.79052734375]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.31627628207206726,"[649.9347534179688, 122.82032012939453, 761.8025512695312, 225.6141815185547]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.30330130457878113,"[657.1900024414062, 127.79905700683594, 739.3841552734375, 196.4373016357422]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.23848509788513184,"[1101.4287109375, 206.7176055908203, 1167.5216064453125, 264.8313903808594]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.22102054953575134,"[1799.706787109375, 590.138427734375, 1815.63134765625, 605.7985229492188]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.21834340691566467,"[937.1962280273438, 349.45001220703125, 1216.2266845703125, 608.5135498046875]"
C:/R_projects/mothz/beetle_image_stack\frame_0013.jpg,beetle,0.19011560082435608,"[282.7492980957031, 0.0, 1123.6815185546875, 285.3966979980469]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.7277560234069824,"[952.4471435546875, 557.2372436523438, 961.306396484375, 562.5194091796875]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.7017011046409607,"[983.5150756835938, 495.8957214355469, 992.0770263671875, 501.200439453125]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.6860719919204712,"[1022.9146728515625, 546.5541381835938, 1031.27734375, 558.4192504882812]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.6294244527816772,"[998.7994995117188, 507.28863525390625, 1004.708740234375, 514.5740356445312]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.5464476943016052,"[981.567626953125, 518.7119140625, 991.639892578125, 531.3768920898438]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.5131867527961731,"[398.3486022949219, 0.7891405820846558, 749.7122192382812, 174.61007690429688]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.3973170816898346,"[997.9400024414062, 505.9192199707031, 1002.6448364257812, 515.1417846679688]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.374521404504776,"[986.97265625, 519.6780395507812, 996.272216796875, 530.5288696289062]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.3444899618625641,"[968.23974609375, 0.0, 1352.8909912109375, 442.8548278808594]"
C:/R_projects/mothz/beetle_image_stack\frame_0014.jpg,beetle,0.33828553557395935,"[954.7423706054688, 558.1600341796875, 960.5283813476562, 563.4166870117188]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.7438068985939026,"[950.7116088867188, 556.5330200195312, 960.0431518554688, 562.004638671875]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.7113417983055115,"[1023.2416381835938, 546.86474609375, 1031.5919189453125, 558.5313720703125]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.709183394908905,"[999.3403930664062, 505.1419372558594, 1004.4488525390625, 514.7278442382812]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.6910489797592163,"[983.9159545898438, 495.8359375, 992.2725830078125, 501.0164489746094]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.4964025914669037,"[982.274658203125, 518.0198364257812, 990.8839111328125, 531.7597045898438]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.44797542691230774,"[998.184814453125, 507.20013427734375, 1003.394287109375, 513.6768798828125]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.39515089988708496,"[984.6682739257812, 497.0101013183594, 990.5640258789062, 501.7621765136719]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.3382924795150757,"[990.863525390625, 518.0492553710938, 997.4853515625, 528.7939453125]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.3365824818611145,"[951.155029296875, 558.3713989257812, 959.7573852539062, 563.4580688476562]"
C:/R_projects/mothz/beetle_image_stack\frame_0015.jpg,beetle,0.3170508146286011,"[1134.1802978515625, 0.0, 1279.864013671875, 128.27552795410156]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.7613981366157532,"[999.5252075195312, 504.1853332519531, 1004.9048461914062, 513.5626831054688]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.7534745931625366,"[949.445068359375, 556.3298950195312, 958.5947265625, 561.8372192382812]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.7395907044410706,"[1023.2193603515625, 547.1737060546875, 1031.735595703125, 558.4404296875]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.6894295811653137,"[983.7907104492188, 496.0792236328125, 991.6598510742188, 500.7541809082031]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.5379744172096252,"[998.4126586914062, 505.26568603515625, 1003.7786254882812, 511.69036865234375]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.45568257570266724,"[981.5479125976562, 517.8590087890625, 991.721435546875, 531.362060546875]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.3630313277244568,"[990.4196166992188, 517.8081665039062, 995.9895629882812, 525.4087524414062]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.35251352190971375,"[983.811767578125, 497.76251220703125, 991.6640625, 502.1466064453125]"
C:/R_projects/mothz/beetle_image_stack\frame_0016.jpg,beetle,0.29619529843330383,"[981.9736938476562, 521.5905151367188, 988.5340576171875, 532.2508544921875]"
