file_name,image_size,tick_size,tag_text,tag_id_guess,inference_info
D:/moth_photos/database\batch_01\img_moth_00000049.jpg,"[4000, 6000]",37.5,"['2023\nDCR06240\n', 'Photographedby\nAFletcher\n\n2024\n', 'vameeCoastalReserve\nCharlestonCoSC\nq Nv EFtoPresti\n\n2V23CollinsCreek\n', 'fl\ncali pit\n']","['2023\nDCR06240\n', '2024\n', 'CR\nCCC\n\n223CC\n', 'C\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000050.jpg,"[4000, 6000]",37.2,"['', 'SanteeCoastalReserve\nCharlestenCoSC\nEFLoPresti\nGot2973CollinsCreek\n', '2023\nDCR06241\n', 'fl\ncali erie\n']","['', 'CR\nCCC\n2973CC\n', '2023\nDCR06241\n', 'C\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000051.jpg,"[4000, 6000]",37.42,"['2023\n\nDCR06242\n', 'Photograpnedby\nAFletcher\n\n2024\n', 'SanteeCoastalReserve\nChariestenCoSC\nEFLoPresti\nss TNIv23 CollinsCreek\n']","['2023\n\nDCR06242\n', 'D\n\n2024\n', 'CR\nCCC\n1323 CC\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000052.jpg,"[4000, 6000]",37.3,"['2023\nDCR06243\n', 'SanteeCoastalReserve\nChariestonCoSC\n\nEFLoPresti\nFwni3 CollinsCreek\n', '']","['2023\nDCR06243\n', 'CR\nCCC\n\n3 CC\n', '']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000053.jpg,"[4000, 6000]",36.86,"['2023\nDCR06244\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\n406i Eit4ScrubOak\n', '', 'd\ncalibrite\n']","['2023\nDCR06244\n', 'CR\nCC0C\n406 124\n', '', 'D\nC\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000054.jpg,"[4000, 6000]",37.1,"['2023\nDCR06245\n', 'SanteeCoastalReserve\nChariestonCoSC\n\nG EFL6Presti\nDEC73ScrubOak\n', 'Photographedby\nAFletcher\n2024\n']","['2023\nDCR06245\n', 'CR\nCC0C\n\n6\nDC73C\n', '2024\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000055.jpg,"[4000, 6000]",37.40816326530613,"['2023\nDCR06246\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFhoPresti\n\nNez 23ScrubOak\n', 'Photographedby\nAFletcher\n2024\n', 'calibrite\n']","['2023\nDCR06246\n', 'CR\nCCC\n0\n\n23C\n', '2024\n', '']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000056.jpg,"[4000, 6000]",37.28,"['vaneeCoasialKeserve\nChariestonCoSC\n\nFnEFtoPrest\nDELLSScrubOak\n', 'Photographedby\nAFletcher\n2024\n', '2023\nDCR06247\n']","['C\nCCC\n\n7\nD\n', '2024\n', '2023\nDCR06247\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000057.jpg,"[4000, 6000]",36.82,"['Photographedby\nAFletcher\n2024\n', 'rightearmites\n\nAKF2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\n65EFLoPresti\nPy2etet2024Gator\n', '2024\nDCR7768\n']","['2024\n', '2024\n', 'CR\nCCC\n65\nD22024\n', '2024\nDCR7768\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000058.jpg,"[4000, 6000]",37.24,"['Photographedby\nAFletcher\n2024\n', 'rightear mites\n\nAKF2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\nEFCoPresti\npy Oct2024 Gator\n', '2024\nDCR7769\n']","['2024\n', '2024\n', 'CR\nCCC\n\nCR\n2024\n', '2024\nDCR7769\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000059.jpg,"[4000, 6000]",37.48979591836734,"['Photographedby\nAFletcher\n2024\n', 'noearnaites\nAKF2024\n', '2024\nDCR7770\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\nEFLdPresti\n72 d fr 7 wgScrub Oak\n']","['2024\n', '2024\n', '2024\nDCR7770\n', 'CR\nCCC\n\n72 7\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000060.jpg,"[4000, 6000]",36.839999999999996,"['Photographedby\nAFletcher\n2024\n', 'noearmites\nAKF2024\n', '', '2024\nDCR7771\n']","['2024\n', '2024\n', '', '2024\nDCR7771\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000061.jpg,"[4000, 6000]",37.52,"['Photographedby\nAFletcher\n2024\n', 'noear mites\nAKF2024\n', '2024\nDCR7772\n', 'SanteeCoastalReserve\n4ChariestonCoSC\nty EFCoPresti\nVSieet2024Gator\n']","['2024\n', '2024\n', '2024\nDCR7772\n', 'CR\n4CCC\n4 C\n2024\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000062.jpg,"[4000, 6000]",37.14,"['noearmites\nAKF2024\n', 'Photographedby\nAFletcher\n2024\n', '2024\nDCR7773\n', 'SanteeCoastalReserve\nCharlestorCoSC\nEFLoPresti\n\naMEYeeLiveOak\n']","['2024\n', '2024\n', '2024\nDCR7773\n', 'CR\nCC0C\n\n2C\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000063.jpg,"[4000, 6000]",37.059999999999995,"['Photographedby\nAFletcher\n2024\n', 'noearmites\nAKF2024\n', '2024\nDCR7774\n', 'SanteeCoastalReserve\nCharlestonCoSC\nSAY EFLoPresti\n\nG DME Marsh\n']","['2024\n', '2024\n', '2024\nDCR7774\n', 'CR\nCC0C\n\nDD\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000064.jpg,"[4000, 6000]",37.28,"['Photographedby\nAFletcher\n2024\n', 'no ear mites\nAKF2024\n', '2024\nDCR7776\n', 'SanteeCoastaReserve\nCharlestthCoSC\n7 EF ee\nAYOZ4Marsh\n']","['2024\n', '2024\n', '2024\nDCR7776\n', 'CR\nCCC\n7\n24\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000065.jpg,"[4000, 6000]",37.14,"['Photographedby\nAFletcher\n2024\n', 'rightearmites\nAKF2024\n', '2024\nDCR7777\n', 'SanteeCoastalResearve\nChariestonCoaSC\nEFLoPresti\n2 Marsh\n']","['2024\n', '2024\n', '2024\nDCR7777\n', 'CR\nCCC\n2\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000066.jpg,"[4000, 6000]",37.32,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\n2 EFLoPresti\nSuLy ZHCvoressTrap\n', '2024\nDCR7778\n', 'leftearmites\nAKF2624\n']","['2024\n', 'CR\nCCC\n\n2\n2C\n', '2024\nDCR7778\n', '2624\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000067.jpg,"[4000, 6000]",36.92,"['', 'AFletcher\n2024\n', '2024\nDCR7779\n']","['', '2024\n', '2024\nDCR7779\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000068.jpg,"[4000, 6000]",37.1,"['Photographedby\nAFletcher\n2024\n', 'noearmites\nAKF2024\n', 'rr\nSanteeCoastalReserve\nCharleston Co SC\n\nEFLoPresti\n6 Ay ae Trap\n', '2024\nDCR7780\n']","['2024\n', '2024\n', 'CR\nC C C\n\n6\n', '2024\nDCR7780\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000069.jpg,"[4000, 6000]",37.24,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR7781\n', 'SanteeCoastalReserve\nCharleston CoSC\nEFLoPresti\n\nLoti zyScrub Oak\n']","['D\n2024\n', '2024\nDCR7781\n', 'CR\nC C0C\nC\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000070.jpg,"[4000, 6000]",37.14,"['noearmites\n\nAKF2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFkoPresti\n\npeave Trap\n', 'Photographedby\nAFletcher\n2024\n', '2024\nDCR7782\n']","['2024\n', 'CR\nCCC\n', '2024\n', '2024\nDCR7782\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000071.jpg,"[4000, 6000]",37.059999999999995,"['noearmites\n\nAKF2024\n', '2024\nDCR7783\n', 'SanteeCoastalReserve\nCharlestenCoSC\n\noEFLoPresti\nLomiyr9 CapeTrap\n', 'Photographedby\nAFletcher\n2024\n']","['2024\n', '2024\nDCR7783\n', 'CR\nCC0C\n\n9 C\n', '2024\n']",modelv1.0__2025-02-21 12:11:15
D:/moth_photos/database\batch_01\img_moth_00000072.jpg,"[4000, 6000]",37.059999999999995,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR7784\n', 'SanteeCoastalReserve\n\nChariesen CoSC\nEFLoPresti\nLig P93 ans CapeTrap\n']","['2024\n', '2024\nDCR7784\n', 'CR\n\nC CC\n9 C\n']",modelv1.0__2025-02-21 12:11:15
