file_name,image_size,tick_size,tag_text,tag_id_guess,inference_info
D:/moth_photos/database\batch_02\img_moth_00002023.jpg,"[4000, 6000]",36.49019607843137,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n7Oct2024LiveOak\n', '2024\nDCR6018\n\na\n']","['2024\n', 'CR\nCC0C\n720240\n', '2024\nDCR6018\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002024.jpg,"[4000, 6000]",36.96,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n7Oct2024LiveOak\n', '2024\nDCR6024\n']","['2024\n', 'CR\nCC0C\n720240\n', '2024\nDCR6024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002025.jpg,"[4000, 6000]",37.02,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlesfonCoSC\nEFLoPresti\n7Oct2024LiveOak\n', '2024\nDCR6022\n']","['2024\n', 'CR\nCCC\n7020240\n', '2024\nDCR6022\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002026.jpg,"[4000, 6000]",37.059999999999995,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastal Reserve\nCharlestonCoSC\nEFCoPresti\n8Oct2024LiveOak\n', '2024\nDCR6032\n']","['2024\n', 'C R\nCCC\nC\n8020240\n', '2024\nDCR6032\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002027.jpg,"[4000, 6000]",37.1,"['Photographedby\nAFletcher\n2024\n', 'santeeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n8Oct2024LiveOak\n', '2024\nDCR6036\n']","['2024\n', 'CR\nCCC\n82024C\n', '2024\nDCR6036\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002028.jpg,"[4000, 6000]",37.14,"['Photographedby\nAFletcher\n2024\n', '2024\nOCR6034\n\n', 'SanteeCoastalReserve\nCharlestonCqSC\nEFLoPrest\n8Oct2024LiveOak\na\n']","['2024\n', '2024\nDCR6034\n\n', 'CR\nCCC\n82024C\nCC\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002029.jpg,"[4000, 6000]",36.92,"['Photographedby\nAFletcher\n2024\n', '2024\nDOCR6030\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFL6Presti\n8Oct2024LiveOak\n\n']","['2024\n', '2024\nDCR6030\n', 'CR\nCC0C\n6\n820240\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002030.jpg,"[4000, 6000]",37.059999999999995,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6038\n', 'SanteeCoastalReserve\nCharlestdhCoSC\nEFLoPresti\n8Oct2024LiveOak\n']","['2024\n', '2024\nDCR6038\n', 'CR\nCC0C\n802024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002031.jpg,"[4000, 6000]",36.470588235294116,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastaiResefve\nCharlestonCoSC\nEFLoPresti\n8Oct2024LiveOak\n', '2024\nDCR6033\n']","['2024\n', 'CR\nCC0C\n8020240\n', '2024\nDCR6033\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002032.jpg,"[4000, 6000]",37.14,"['Photographedby\nAFletcher\n2024\n', 'a\nSanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n8Oct2024LiveOak\n', '2024\nDCR6037\n\n']","['2024\n', 'CR\nCC0C\n82024C\n', '2024\nDCR6037\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002033.jpg,"[4000, 6000]",36.529411764705884,"['Photographedby\nAFletcher\n2024\n', 'oanteeCoastaiKeserve\nCharlestonCoSC\nEFLoPresti\n8Oct2024LiveOak\n', '2024\nDCR6031\n']","['D\n2024\n', 'C4\nCCC\nR\n820240\n', '2024\nDCR6031\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002034.jpg,"[4000, 6000]",36.666666666666664,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6035\n', 'SanteeCoastalReserve\nCharlestonCpSC\nEFLoPresti\n8Oct2024LiveOak\n\n']","['2024\n', '2024\nDCR6035\n', 'CR\nCCC\n82024C\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002035.jpg,"[4000, 6000]",36.509803921568626,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFPoPresti\nC26 124OrmondHall\n', '2024\nDCR6041\n']","['2024\n', 'CR\nCC0C\nR\nC26 124\n', '2024\nDCR6041\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002036.jpg,"[4000, 6000]",37.0,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharleStonCoSC\nEFLoPresti\n224EftZ4OrmondHall\n', '2024\nDCR6039\n']","['2024\n', 'CR\nC8C0C\n2244\n', '2024\nDCR6039\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002037.jpg,"[4000, 6000]",37.14,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6040\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFgLoPresti\neDsepr 74OrmondHall\n']","['2024\n', '2024\nDCR6040\n', 'CR\nCCC\n0\nD 74\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002039.jpg,"[4000, 6000]",31.775510204081634,"['2024\nDCR6042\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFoPresti\n\n22 gPT24Ormond Hall\n', 'Photographedby\nAFletcher\n2024\n']","['2024\nDCR6042\n', 'CR\nCCC\n22 124C\n', '2024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002040.jpg,"[4000, 6000]",31.244897959183675,"['2024\nDCR6043\n', 'SanteeCoastal Reserve\nCharlestonCoSC\nEFLoPresti\n\nlye fr2amesCane\n', 'Photographedby\nAFletcher\n2024\n']","['2024\nDCR6043\n', 'C R\nCC0C\n\n2C\n', '2024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002041.jpg,"[4000, 6000]",31.51020408163265,"['2024\nDCR6045\n', 'vanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\ntweak CvpressTrap\n', 'Photographedby\nAFletcher\n2024\n']","['2024\nDCR6045\n', 'CR\nCC0C\n\nC\n', '2024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002042.jpg,"[4000, 6000]",31.51020408163265,"['2024\nDCR6044\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\nFAY CvpressTrap\n', 'Photographedby\nAFletcher\n2024\n']","['2024\nDCR6044\n', 'CR\nCCC\n\n724 C\n', '2024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002043.jpg,"[4000, 6000]",36.98,"['AFletcher\n2024\n', '2024\nDCR6046\n', 'Santee CoastalReserve\nCharlestonCoSC\n\nEFLoPresti\nDyer 34 incidental\n']","['2024\n', '2024\nDCR6046\n', 'CR\nCCC\n\nD 34\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002044.jpg,"[4000, 6000]",36.76470588235294,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\nEFeoPresti\n23 gef724 Incidental\n', '2024\nDCR6047\n']","['2024\n', 'CR\nCCC\n\nR\n23 724\n', '2024\nDCR6047\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002045.jpg,"[4000, 6000]",36.72549019607843,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\na EFLoPresti\n4 SeF634Incidental\n', '2024\n\nDCR6048\n\n']","['2024\n', 'CR\nCC0C\n4 634\n', '2024\n\nDCR6048\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002046.jpg,"[4000, 6000]",36.86274509803921,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestqnCoSC\n\n79 EsLoPresti\nSEPTU4Incidental\n', '2024\nDCR6049\n']","['2024\n', 'CR\nCC0C\n\n79 6\n54\n', '2024\nDCR6049\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002047.jpg,"[4000, 6000]",36.76470588235294,"['Photographedby\nAFletcher\n2024\n', 'yanteeCoastalKeserve\nCharlestonCoSC\nEfLoPresti\n72 cf pre Incidental\n', '2024\nDCR6050\n']","['2024\n', 'C\nCCC\n72\n', '2024\nDCR6050\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002048.jpg,"[4000, 6000]",36.8235294117647,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n8Oct2024SandPit\n', '2024\nDCR6059\n']","['2024\n', 'CR\nCCC\n802024\n', '2024\nDCR6059\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002049.jpg,"[4000, 6000]",36.64705882352941,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6055\n', 'SanteeCoastalReserve\nCharlestomCoSC\nEFLoPresti\n8Oct2024SandPit\n\nES\n']","['2024\n', '2024\nDCR6055\n', 'CR\nCCC\n82024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002050.jpg,"[4000, 6000]",36.64705882352941,"['Photographedby\nAFletcher\n2024\n', 'santeeCoastalReserve\nCharlestonCoSC\nEFLOPresti\n8Oct2024SandPit\n', '2024\nDCR6052\n']","['2024\n', 'CR\nCCC\n6\n\n82024\n', '2024\nDCR6052\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002051.jpg,"[4000, 6000]",37.28,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6053\n', 'SanteeCoastalReserve\nCharlesfonCoSC\nEFLoPresti\n8Oct2024SandPit\n']","['2024\n', '2024\nDCR6053\n', 'CR\nCCC\n82024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002052.jpg,"[4000, 6000]",36.64705882352941,"['Photographedby\nAFletcher\n2024\n', 'santeeCoastalReserve\nCharlestonCoSC\nEFlsoPresti\n8Oct2024SandPit\n', '2024\nDCR6051\n\ntte\n']","['2024\n', 'CR\nCCC\n802024\n', '2024\nDCR6051\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002053.jpg,"[4000, 6000]",37.32,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6054\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFL8Presti\n8Oct2024SandPit\n']","['2024\n', '2024\nDCR6054\n', 'CR\nCCC\n8\n82024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002054.jpg,"[4000, 6000]",37.3,"['Photographedby\nAFletcher\n2024\n', 'santeeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n8Oct2024SandPit\n', '2024\nDCR6056\n\n']","['2024\n', 'CR\nCCC\n82024\n', '2024\nDCR6056\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002055.jpg,"[4000, 6000]",37.24,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6058\n', 'SanteeCoastalReserve\nCharlestonCoSC\nELoPresti\n8Oct2024SandPit\n']","['2024\n', '2024\nDCR6058\n', 'CR\nCCC\n802024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002056.jpg,"[4000, 6000]",37.2,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6057\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEF LoPresti\n8Oct2024 SandPit\n']","['2024\n', '2024\nDCR6057\n', 'CR\nCCC\n82024\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002057.jpg,"[4000, 6000]",37.2,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6062\n', 'I\n\nSanteeCoastalReserve\nCharlestoaCoSC\nEFLoPresti\n8Oct2024 Poe\n\n']","['2024\n', '2024\nDCR6062\n', 'CR\nCCC\n802024 R\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002058.jpg,"[4000, 6000]",37.0,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\n8Oct2024efAulN\n', '2024\nDCR6061\n']","['2024\n', 'CR\nCCC\n\n802024\n', '2024\nDCR6061\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002059.jpg,"[4000, 6000]",36.68627450980392,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestanCoSC\nEFLoPresti\nBOct2024 LAWN\n', '2024\nDCR6060\n']","['2024\n', 'CR\nCCC\n802024 C\n', '2024\nDCR6060\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002060.jpg,"[4000, 6000]",36.6078431372549,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLePresti\n\n8Oct2024ALN\n', '2024\nDCR6063\n']","['2024\n', 'CR\nCCC\n\n802024\n', '2024\nDCR6063\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002061.jpg,"[4000, 6000]",36.92307692307692,"['Photographedby\nAFletcher\n2024\n', 'EE\n\n2024\nDCR6064\n', 'SanteeCoastaReserve\nCharlestorCoSC\neFLoPresti\nLL070CollinsCreek\n']","['2024\n', '2024\nDCR6064\n', 'CR\nCCC\n1070CC\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002062.jpg,"[4000, 6000]",37.07843137254902,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\nE6LoPresti\n\nCl6 cPT24Incidental\n', '2024\nDCR6066\n\n']","['2024\n', 'CR\nCC0C\n\n6\n\nC6 24\n', '2024\nDCR6066\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002063.jpg,"[4000, 6000]",36.86538461538462,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6065\n', 'SanteeCoastalReserve\nCharlestonCoSC\nee\nce gepe 7YIncidental\n']","['2024\n', '2024\nDCR6065\n', 'CR\nCCC\n7\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002064.jpg,"[4000, 6000]",37.03921568627451,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6067\n', 'SanteeCoastalReserve\nCharlestonCoSC nt\n\nLEFLoPresti\nlese COTtBait\n']","['2024\n', '2024\nDCR6067\n', 'CR\nCC0C\n\nC\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002065.jpg,"[4000, 6000]",37.01960784313725,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6068\n', 'ae\nSanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\na Incidental\n']","['2024\n', '2024\nDCR6068\n', 'CR\nCC0C\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002066.jpg,"[4000, 6000]",36.769230769230774,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6070\n', 'SanteeCoastalReserve\nCharlestonCoSC\n27 E Fj LoPresti IN\nOSG COT2YQewrecsFren\n']","['2024\n', '2024\nDCR6070\n', 'CR\nCCC\n27\nCC24D\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002067.jpg,"[4000, 6000]",36.92307692307692,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6069\n\n', 'SanteeCoastalReserve\nCharlestonGoSC\n77 EFLoPresti\n']","['2024\n', '2024\nDCR6069\n\n', 'CR\nC0C\n77\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002068.jpg,"[4000, 6000]",36.705882352941174,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPfesti\n\n7Oct2024TEPH\n', 'aEEELllltt\n\n2024\nDCR6071\n\na\n']","['D\n2024\n', 'CR\nCCC\n702024\n', '2024\nDCR6071\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002069.jpg,"[4000, 6000]",36.86274509803921,"['Photographedby\nAFletcher\n2024\n', 'Santee CoastalReserve\nCharlestonCoSC\nEFLoPresti\n7Oct2024 TE fr\n', '2024\nDCR6074\n\n']","['2024\n', 'CR\nCCC\n7C2024\n', '2024\nDCR6074\n\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002070.jpg,"[4000, 6000]",37.11764705882353,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6072\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n7Oct2024TECiH\n']","['2024\n', '2024\nDCR6072\n', 'CR\nCC0C\nCR\n702024C\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002071.jpg,"[4000, 6000]",36.94230769230769,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR6075\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\n7Oct2024PK\n']","['2024\n', '2024\nDCR6075\n', 'CR\nCC0C\n\n702024R\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002072.jpg,"[4000, 6000]",36.8235294117647,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\n7Oct2024TFPi4\n', '2024\nDCR6073\n']","['2024\n', 'CR\nCC0C\nR\n\n720244\n', '2024\nDCR6073\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002073.jpg,"[4000, 6000]",37.03921568627451,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastal Reserve\nCharleston Co Sc\nEFLoPresti\n\n8Oct2024ENripale\n', '2024\nDCR6078\n']","['2024\n', 'C R\nC C C\n\n802024\n', '2024\nDCR6078\n']",modelv1.0__2025-02-21 13:36:10
D:/moth_photos/database\batch_02\img_moth_00002074.jpg,"[4000, 6000]",37.0,"['Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLePresti\n\nBOct2024FaytflANCi\n', '2024\nDCR6081\n\n']","['2024\n', 'CR\nCC0C\n\n82024C\n', '2024\nDCR6081\n\n']",modelv1.0__2025-02-21 13:36:10
